id_viaje,mes,id_linea,id_estacion,cantidad
1007,05/2017,3,158,93
1008,05/2017,3,169,183
1009,05/2017,3,172,6379
1010,05/2017,3,174,12377
1011,05/2017,3,178,4170
1012,05/2017,3,182,233434
1013,05/2017,3,184,57
1014,05/2017,3,185,2801
1015,05/2017,3,186,88987
1016,05/2017,3,190,379
1017,05/2017,3,192,3489
1018,05/2017,3,197,3887
1019,05/2017,3,206,8016
1020,05/2017,3,209,83951
1021,05/2017,3,211,22549
1022,05/2017,4,16,149685
1023,05/2017,4,33,213733
1024,05/2017,4,38,200390
1025,05/2017,4,48,110120
1026,05/2017,4,49,151947
1027,05/2017,4,53,127009
1028,05/2017,4,82,132123
1029,05/2017,4,93,500842
1030,05/2017,4,105,41845
1031,05/2017,4,135,91022
1032,05/2017,4,140,355376
1033,05/2017,4,145,135288
1034,05/2017,4,155,528712
1035,05/2017,4,165,113332
1036,05/2017,4,171,379213
1037,05/2017,4,173,39717
1038,05/2017,4,176,51177
1039,05/2017,4,195,14159
1040,05/2017,4,196,159105
1041,05/2017,4,207,75243
1042,05/2017,5,26,457
1043,05/2017,5,34,782838
1044,05/2017,5,42,14091
1045,05/2017,5,67,133015
1046,05/2017,5,68,196975
1047,05/2017,5,79,344723
1048,05/2017,5,88,201252
1049,05/2017,5,112,64384
1050,05/2017,5,133,128772
1051,05/2017,5,139,1253288
1052,05/2017,5,142,846037
1053,05/2017,5,153,137735
1054,05/2017,5,162,190795
1055,05/2017,5,199,116788
